Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Hour,Day_of_week,Month,Quarter
607-76-6216,C,Naypyitaw,Member,Female,Fashion Accessories,92.49,5,23.1225,485.5725,2019-03-02,16:35:00,Credit card,462.45,4.761904762,23.1225,8.6,16,Saturday,March,1
781-84-8059,C,Naypyitaw,Normal,Male,Fashion Accessories,60.74,7,21.259,446.439,2019-01-18,16:23:00,Ewallet,425.18,4.761904762,21.259,5.0,16,Friday,January,1
409-49-6995,C,Naypyitaw,Member,Female,Food And Beverages,47.27,6,14.181,297.801,2019-02-05,10:17:00,Cash,283.62,4.761904762,14.181,8.8,10,Tuesday,February,1
725-54-0677,C,Naypyitaw,Member,Male,Health And Beauty,85.6,7,29.96,629.16,2019-03-02,13:50:00,Cash,599.2,4.761904762,29.96,5.3,13,Saturday,March,1
377-79-7592,C,Naypyitaw,Member,Female,Electronic Accessories,44.84,9,20.178,423.738,2019-01-14,14:00:00,Credit card,403.56,4.761904762,20.178,7.5,14,Monday,January,1
545-07-8534,C,Naypyitaw,Normal,Female,Health And Beauty,58.32,2,5.832,122.472,2019-02-14,12:42:00,Ewallet,116.64,4.761904762,5.832,6.0,12,Thursday,February,1
118-62-1812,C,Naypyitaw,Member,Female,Home And Lifestyle,78.38,4,15.676,329.196,2019-03-24,17:56:00,Cash,313.52,4.761904762,15.676,7.9,17,Sunday,March,1
450-42-3339,C,Naypyitaw,Normal,Male,Health And Beauty,84.61,10,42.305,888.405,2019-02-09,18:58:00,Credit card,846.1,4.761904762,42.305,8.8,18,Saturday,February,1
151-27-8496,C,Naypyitaw,Normal,Female,Electronic Accessories,56.13,4,11.226,235.746,2019-01-19,11:43:00,Ewallet,224.52,4.761904762,11.226,8.6,11,Saturday,January,1
717-96-4189,C,Naypyitaw,Normal,Female,Electronic Accessories,35.49,6,10.647,223.587,2019-02-02,12:40:00,Cash,212.94,4.761904762,10.647,4.1,12,Saturday,February,1
722-13-2115,C,Naypyitaw,Member,Male,Sports And Travel,42.85,1,2.1425,44.9925,2019-03-14,15:36:00,Credit card,42.85,4.761904762,2.1425,9.3,15,Thursday,March,1
246-55-6923,C,Naypyitaw,Member,Female,Home And Lifestyle,35.79,9,16.1055,338.2155,2019-03-10,15:06:00,Credit card,322.11,4.761904762,16.1055,5.1,15,Sunday,March,1
838-02-1821,C,Naypyitaw,Member,Female,Home And Lifestyle,12.73,2,1.2730000000000001,26.733,2019-02-22,12:10:00,Credit card,25.46,4.761904762,1.2730000000000001,5.2,12,Friday,February,1
887-42-0517,C,Naypyitaw,Normal,Female,Sports And Travel,83.14,7,29.099,611.079,2019-01-10,10:31:00,Credit card,581.98,4.761904762,29.099,6.6,10,Thursday,January,1
457-12-0244,C,Naypyitaw,Member,Female,Sports And Travel,35.22,6,10.566,221.886,2019-03-14,13:49:00,Ewallet,211.32,4.761904762,10.566,6.5,13,Thursday,March,1
756-93-1854,C,Naypyitaw,Member,Female,Fashion Accessories,83.35,2,8.335,175.035,2019-02-02,14:05:00,Credit card,166.7,4.761904762,8.335,9.5,14,Saturday,February,1
458-10-8612,C,Naypyitaw,Normal,Male,Health And Beauty,64.08,7,22.428,470.988,2019-01-20,12:27:00,Ewallet,448.56,4.761904762,22.428,7.6,12,Sunday,January,1
235-06-8510,C,Naypyitaw,Member,Male,Home And Lifestyle,85.72,3,12.858,270.018,2019-01-24,20:59:00,Ewallet,257.16,4.761904762,12.858,5.1,20,Thursday,January,1
433-08-7822,C,Naypyitaw,Normal,Female,Health And Beauty,78.89,7,27.6115,579.8415,2019-01-05,19:48:00,Ewallet,552.23,4.761904762,27.6115,7.5,19,Saturday,January,1
500-02-2261,C,Naypyitaw,Normal,Female,Food And Beverages,57.29,6,17.187,360.927,2019-03-21,17:04:00,Ewallet,343.74,4.761904762,17.187,5.9,17,Thursday,March,1
702-83-5291,C,Naypyitaw,Member,Male,Fashion Accessories,99.82,9,44.919,943.299,2019-03-27,10:43:00,Cash,898.38,4.761904762,44.919,6.6,10,Wednesday,March,1
859-97-6048,C,Naypyitaw,Member,Male,Electronic Accessories,84.25,2,8.425,176.925,2019-03-26,14:13:00,Credit card,168.5,4.761904762,8.425,5.3,14,Tuesday,March,1
373-88-1424,C,Naypyitaw,Member,Male,Home And Lifestyle,35.81,5,8.9525,188.0025,2019-02-06,18:44:00,Ewallet,179.05,4.761904762,8.9525,7.9,18,Wednesday,February,1
784-08-0310,C,Naypyitaw,Member,Female,Food And Beverages,21.04,4,4.208,88.368,2019-01-13,13:58:00,Cash,84.16,4.761904762,4.208,7.6,13,Sunday,January,1
577-34-7579,C,Naypyitaw,Member,Male,Food And Beverages,50.49,9,22.7205,477.1305,2019-01-10,17:16:00,Cash,454.41,4.761904762,22.7205,5.4,17,Thursday,January,1
867-47-1948,C,Naypyitaw,Normal,Female,Home And Lifestyle,15.8,10,7.9,165.9,2019-01-09,12:07:00,Cash,158.0,4.761904762,7.9,7.8,12,Wednesday,January,1
256-58-3609,C,Naypyitaw,Member,Male,Fashion Accessories,91.98,1,4.599,96.579,2019-03-18,15:29:00,Cash,91.98,4.761904762,4.599,9.8,15,Monday,March,1
364-34-2972,C,Naypyitaw,Member,Male,Electronic Accessories,96.82,3,14.523,304.983,2019-03-30,20:37:00,Cash,290.46,4.761904762,14.523,6.7,20,Saturday,March,1
744-82-9138,C,Naypyitaw,Normal,Male,Fashion Accessories,86.13,2,8.613,180.873,2019-02-07,17:59:00,Cash,172.26,4.761904762,8.613,8.2,17,Thursday,February,1
728-47-9078,C,Naypyitaw,Member,Male,Food And Beverages,59.59,4,11.918,250.278,2019-01-19,12:46:00,Cash,238.36,4.761904762,11.918,9.8,12,Saturday,January,1
148-41-7930,C,Naypyitaw,Normal,Male,Health And Beauty,99.96,7,34.986,734.706,2019-01-23,10:33:00,Cash,699.72,4.761904762,34.986,6.1,10,Wednesday,January,1
189-40-5216,C,Naypyitaw,Normal,Male,Electronic Accessories,96.37,7,33.7295,708.3195,2019-01-09,11:40:00,Cash,674.59,4.761904762,33.7295,6.0,11,Wednesday,January,1
267-62-7380,C,Naypyitaw,Member,Male,Electronic Accessories,82.34,10,41.17,864.57,2019-03-29,19:12:00,Ewallet,823.4,4.761904762,41.17,4.3,19,Friday,March,1
652-49-6720,C,Naypyitaw,Member,Female,Electronic Accessories,60.95,1,3.0475,63.9975,2019-02-18,11:40:00,Ewallet,60.95,4.761904762,3.0475,5.9,11,Monday,February,1
233-67-5758,C,Naypyitaw,Normal,Male,Health And Beauty,40.35,1,2.0175,42.3675,2019-01-29,13:46:00,Ewallet,40.35,4.761904762,2.0175,6.2,13,Tuesday,January,1
